"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ecuador","ECU","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","10","26","35","31","48","41","44","51","54","55","68","59","87","85","84","83","82","81","85","79","87","89","88","87","88","92","96","96","96","94","91","88","87","87","83","78","83","85","85","85","70","72",
"Egipto, República Árabe de","EGY","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","57","57","57","57","69","84","80","81","87","90","87","76","79","81","83","88","90","88","92","97","98","99","97","98","97","98","98","98","97","97","97","96","93","97","94","93","95","94","95","95","94","96",
"Zona del Euro","EMU","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","33.9592355131412","57.0846750538042","59.8090764496144","60.2440205297112","74.5015180080395","68.9328556305296","74.5723886840705","69.5027550072286","69.3130680045085","72.6605474428299","85.421062640631","88.7757057894553","89.5204977923725","82.959353195148","88.6889032011057","90.0833900185466","92.0231860113913","92.6670752938873","92.7404932649544","95.0172797259238","92.5630794689924","94.524887387574","94.8286594196676","96.4380213270322","95.896599387283","95.9316186472302","96.7581805001595","96.8264990275184","96.8207481024971","96.4210538781832","96.886459038078","96.7434539281135","96.9085245492506","96.3917502215","96.102093877961","95.3014373964307","94.4944868706315","94.3125528012943","94.2165069582357","94.2689459612968","93.8381318577044","93.5782710220378",
"Eritrea","ERI","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","49","58","66","75","86","93","81","86","90","93","98","96","94","95","95","95","95","94","94","94","94","95","95","95","95","95","95","95",
"España","ESP","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","95","79","88","77","93","93","86","86","84","87","88","90","90","94","95","95","95","96","98","98","97","96","98","96","97","96","97","97","96","96","97","97","97","95","96","95","94","92",
"Estonia","EST","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","77","82","87","87","88","91","93","94","94","94","94","96","95","95","95","95","94","93","94","94","93","93","93","93","92","91","91","90",
"Etiopía","ETH","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","3","3","4","4","6","7","16","16","26","49","21","13","28","57","57","55","55","42","28","30","33","35","38","40","44","46","50","54","58","61","65","62","59","61","63","66","68","67","68","71","65",
"Unión Europea","EUU","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44.87506313887","61.4136390849149","63.2011174178203","63.703085344243","74.2242979659374","76.620539775347","80.3521085440955","77.0679008294391","77.0863920023133","79.3394567080039","88.5216843253111","90.944407514031","91.2663144001513","86.2910603169039","90.7715266481717","91.8150094679473","93.0997087604586","93.8195114503748","93.9745388532903","95.6767902675619","93.8450692770436","95.3421999804805","95.6121673582326","96.76831243975","96.3630147179456","96.3301845470887","96.9708086647636","96.9161440103074","96.9363555925641","96.5992619083187","96.9313449914046","96.6127089929359","96.8697391703549","96.4985121250343","96.1132915246031","95.3312153915523","94.7078471721957","94.0770421565377","94.1310949389788","94.3226499987404","93.4489517551586","93.1163164208164",
"Frágiles y situaciones de conflicto afectados","FCS","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4.87837075673088","10.5788110936177","11.2435392955677","12.3000480060344","17.262262229649","23.2979155991061","28.6019150882787","33.4503458466284","38.4924356606884","48.0171171852792","57.1816858635709","43.5603861641099","44.7923209113503","44.2090553766123","49.702660363399","49.2245204880925","47.4364751415099","45.8806062854295","46.538357918719","46.2014079024907","48.5982133862841","47.7045214163461","48.7485108241135","51.5589868249292","55.6043915501898","58.1225243385013","59.714837237676","61.6293992244425","65.0830373501122","69.2734911975209","66.8864278513648","66.747064345708","64.7438925426966","64.3403481835965","64.3782223527359","64.0272117297577","67.1620428303572","68.6535660959571","68.6686824605575","69.8365311319819","68.2448067177578","64.7834219533516",
"Finlandia","FIN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","92","92","94","94","95","96","97","98","99","90","90","95","99","99","99","99","99","99","99","99","99","98","98","98","98","97","97","99","99","99","99","99","99","98","98","97","92","89","91","91","90","89",
"Fiji","FJI","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","68","70","64","80","77","69","71","90","98","98","97","99","97","96","96","97","97","86","87","89","90","91","93","94","95","96","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"Francia","FRA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","79","79","85","90","94","95","96","88","79","95","94","94","94","94","96","96","97","97","96","97","97","97","97","97","98","98","99","99","99","98","99","99","99","99","98","97","96","96","96","96","96","96",
"Islas Feroe","FRO","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","85","95","85","79","91","78","81","83","79","75","80","76","85","75","84","92","78","94","67","79","85","91","85","84","81","81","77","72","69","73","75","78","83","72",
"Gabón","GAB","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","14","31","48","59","65","72","78","78","72","66","67","69","70","62","54","50","45","45","45","45","45","45","45","45","81","82","76","67","75","82","79","70","80","75","75","70","70","63","75",
"Reino Unido","GBR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","41","46","53","59","65","65","67","73","75","78","84","88","92","93","93","94","94","92","91","92","91","91","91","91","92","91","92","92","92","93","94","95","95","95","95","95","94","94","94","93","93","93",
"Georgia","GEO","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","54","58","79","80","80","80","84","80","87","84","75","78","82","88","98","92","88","92","94","92","93","91","94","92","91","93","94","88","85",
"Ghana","GHA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","7","22","23","23","19","22","35","42","47","51","58","60","62","66","70","70","71","71","76","79","88","79","78","80","80","84","84","94","93","94","94","91","92","90","98","88","93","99","97","97","94","98",
"Gibraltar","GIB","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","15","15","15","15","15","15","16","17","17","36","52","53","53","54","48","47","56","43","46","50","53","57","60","59","57","63","60","57","64","63","57","50","44","47","47","47","47","47","47","47",
"Gambia","GMB","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","63","76","80","62","70","78","73","85","82","87","92","85","85","90","93","96","96","96","85","74","80","87","87","87","87","95","95","95","96","98","97","96","98","97","96","97","95","92","93","88","85","82",
"Guinea-Bissau","GNB","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","9","18","18","47","55","66","54","61","63","67","63","74","45","53","63","54","45","49","53","57","60","64","68","71","74","77","80","83","86","87","87","86","86","85","79","82","78","74","67",
"Guinea Ecuatorial","GNQ","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","10","19","48","77","77","76","76","77","79","80","81","81","33","35","37","39","41","43","44","46","48","50","52","54","54","54","53","53","40","53","53","53","53","53","53",
"Grecia","GRC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","72","95","83","72","60","54","80","82","83","54","54","85","89","89","90","90","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"Granada","GRD","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25","43","56","68","76","61","98","80","65","87","80","85","90","89","91","95","80","95","97","88","97","96","98","97","83","99","91","96","99","99","97","95","97","97","97","92","96","96","95","92","72","72",
"Groenlandia","GRL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","43","42","45","44","48","21","37","16","47","50","66","63","66","75","71","77","66","73","78","77","81","77","82","84","87","87","89","85","95","92","94","88","96","96","74","70","83","91","85","85","83","79",
"Guam","GUM","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","35","45","53","58","70","75","64","67","64","77","83","81","79","93","90","86","83","88","90","83","88","85","91","90","91","93","93","94","93","98","95","93","97","98","98","95","97","97","95","99","99","91",
"Ingreso alto","HIC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","55.2132545160461","68.4940538237752","70.7255501174941","72.46704095826","78.1395724061031","79.3753334902397","82.1632583185363","83.3231378552092","83.8961863724001","86.3138226353886","88.3935924164038","88.6937005215244","87.9028193529385","87.8830412563875","91.278721679653","91.6569484082942","93.7947773529228","90.7189272901832","91.1314923759049","93.0474760050045","92.8773566019925","94.5681267723103","94.6301407125545","95.79317918838","95.5126180127432","95.6491505911591","96.0893289249263","95.8058931329567","95.934272137321","95.4772499046471","95.5969397398497","95.9719465075528","95.4698778676316","95.265601687012","95.5334860902997","95.2681366264934","95.2989107714178","94.7110012808445","94.6361361456623","94.6458322162763","93.6453242199955","93.731665185356",
"Hong Kong, Región Administrativa Especial","HKG","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","28","34","46","52","41","58","62","58","74","85","84","94","93","94","94","94","94","95","97","95","94","96","95","92","94","98","95","94","93","97","97","97","98","99","99","98","95","90","91","88","80","77",
"Países pobres muy endeudados (PPME)","HPC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","7.67184850243869","14.8593334623998","16.016066431308","18.4688507348114","20.5255533665742","25.3334768202674","30.627878336257","37.364508334819","40.9588721654148","46.3235028752337","51.7822414067962","45.0431798356756","44.9269494497665","47.9379368400866","50.5705755201315","52.2598693660502","51.8676755419813","51.0613761433074","48.9673107320928","49.4721611943306","53.3241644970261","54.7233376489102","57.019202643958","61.3072370037781","64.677998494044","68.1433836228042","69.4924432505245","71.4929849911737","72.5646409476176","74.4195916647528","74.712614023807","76.3206209116086","76.8124966401572","75.7554074559956","77.0822775564316","77.0578417569961","77.9658771705627","78.4873102229873","78.007984494099","78.4445113375488","76.2510900914299","73.5600271443986",
"Croacia","HRV","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","85","87","90","91","92","93","93","93","94","95","94","96","96","96","96","96","96","97","96","96","96","95","94","93","92","93","94","94","92",
"Haití","HTI","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","3","14","13","9","14","19","24","28","48","50","41","36","38","39","41","42","42","42","41","39","43","46","50","53","57","60","62","64","64","65","67","68","66","65","63","64","64","64","64","51","51","51",
"Hungría","HUN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"Sólo BIRF","IBD","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","13.9725870801807","15.2273222246396","18.0059004471896","37.5314265923054","44.5541615429746","50.0780511911476","52.5345370910648","57.161702368876","68.9189531989245","72.8420839295311","80.6613554913344","76.9266623440923","75.3170902298866","75.8848740209262","77.5128883074582","77.6964730677092","77.0933590569559","76.5686327604276","76.6935080731558","76.4893860365513","76.588796607714","77.166957134159","76.29799934192","77.537217907826","79.0257648952438","80.0348221183702","81.3946560034647","81.2167113334124","84.5027856519975","86.7407770025922","88.3015837861047","89.3602704092954","89.7328579234943","89.4780698442147","89.8528453108224","90.2709295415152","90.7845272985977","90.8302184726906","90.8736126086859","90.3480770813468","86.7445722276454","84.9906402100876",
"BIRF y la AIF","IBT","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","11.6492783126913","13.6697074721514","16.0270468326011","31.3798936708752","37.9133517184872","43.1611435622237","46.4193368986572","51.1701069374772","61.1763672284904","66.492348260557","74.7283503062483","70.1713054900632","68.7321280939498","68.5224759587555","70.8697132625159","71.3511609505885","70.2852868853156","69.7125770487665","69.9482240763316","69.7624206131973","70.4896775814547","70.9612705640083","70.6063291032746","72.3382643322371","74.5585322321078","75.447228082319","76.7127995619556","76.7628421049","79.6330390037854","81.9111224561127","82.4251540566902","83.5239861767157","83.2929868737804","82.9325297992602","83.7406271605789","83.9485999944484","85.1210850194769","85.2165224613461","85.4245979821037","85.3857579221598","82.1175561521909","80.3169783194553",
"total de la AIF","IDA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4.66313321114856","8.99437736820526","10.1167251724227","12.9904632305367","18.4817670953558","23.400478890016","28.9489910637236","33.9907378492493","38.8902085569458","48.5126619103128","58.2639753008639","51.5581679455057","51.0969642686289","50.0046603572427","54.7524603733138","56.3972618885414","54.6929535903129","54.4613497398497","55.3442445222779","55.5617488529391","57.9429818548215","58.3992479725923","59.3046556907024","62.2877454593349","66.0934982544072","66.8745443293952","68.0768116731623","68.6680782912574","70.8879612340926","73.2989976330675","72.0185689506643","73.4002809901254","72.2656419684467","71.728278311604","73.3653284138226","73.4128034676907","75.8728667069293","76.2251466955816","76.8291516432564","77.8720239561592","75.4720937939129","73.943697789114",
"mezcla de la AIF","IDB","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","1.90138315135625","4.04604724612201","5.64296643347535","10.6105899097556","23.354822823647","30.5471584246937","35.6852313846724","40.2833156117512","44.5070539523377","49.8434467102461","59.0554553940575","50.9629472919105","50.9984951474633","41.4117530363833","48.977208198257","54.8724560370191","46.721764046138","46.2930174860939","51.7235311011326","52.5922775781873","52.5392790652901","52.0828411573922","52.4973650176074","54.3774937915098","56.50003994055","56.3547303687672","56.7468159929359","55.7956290970896","60.5856254604797","64.0161399818007","61.1988935539141","63.5189729265322","61.4622521154391","61.7470019032087","63.1430307368343","63.0314262702588","68.3136497726604","68.2474649169173","70.4365186154762","72.1156631158201","69.4036532663388","71.7072235836155",
"Indonesia","IDN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","1","1","6","13","27","47","50","54","57","60","62","64","66","68","69","72","73","74","75","75","76","70","71","71","72","72","73","77","78","81","81","87","92","88","84","84","85","85","85","77","67",
"Sólo AIF","IDX","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.9140838495706","11.2542878125078","12.1894972718996","14.1078267935607","16.171438676587","19.9922052872626","25.7319715409678","30.9748426169058","36.1800098058934","47.8662766695429","57.8767546961064","51.8512220906873","51.1479075195411","54.4310091207388","57.7147179518303","57.177426646635","58.7611479969869","58.6173629248071","57.1850874708157","57.0698632018462","60.6952795913346","61.6314956271591","62.8065865847996","66.3678499104471","71.045821868448","72.3008639758445","73.9237995007011","75.321466000286","76.2501690329842","78.187058473676","77.7659449701149","78.612010102113","77.9792260196107","77.0081659262188","78.7552196814296","78.8526521515673","79.8003603073601","80.341969203824","80.1140262771899","80.8153032192058","78.5572604075194","75.0763100100411",
"Isla de Man","IMN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6","6","12","14","16","18","20","30","40","50","70","57","56","61","67","71","66","62","61","59","58","59","59","61","63","65","65","64","70","74","79","82","82","83","85","87","88","89","90","91","85","85",
"No clasificado","INX","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34","36","43","42","45","45","44","44","43","65","65","67","68","70","71","73","74","76","84","86","86","84","83","86","89","90","91","92","93","94","94","95","95","96","96","95","95","95","94","94","94","94",
"Irán, República Islámica del","IRN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","32","29","41","33","33","51","57","57","88","82","91","88","97","99","95","98","99","99","99","99","99","96","99","99","99","95","98","99","99","99","99","99","99","98","99","98","99","99","99","99","99","98",
"Iraq","IRQ","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","14","13","18","16","67","86","91","94","87","87","83","78","74","70","72","74","76","78","76","81","80","78","77","75","74","65","59","57","69","78","74","81","72","73","73","68","71","81","86","84","74","78",
"Islandia","ISL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","98","94","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","98","92","95","97","99","95","97","97","98","96","96","95","89","91","90","92","91","89","91","92","93","92",
"Israel","ISR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","84","91","92","89","87","85","92","92","92","92","93","94","95","96","95","96","94","95","92","91","93","92","90","93","95","93","95","95","94","96","95","94","94","96","95","95","94","98","98","98","98","98",
"Italia","ITA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","95","95","95","95","95","96","95","95","95","87","93","93","96","94","95","96","97","96","96","96","96","97","96","95","93","94","95","95","96","94","94",
"Jamaica","JAM","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","24","39","34","51","58","60","74","81","82","85","86","85","84","91","93","90","92","90","86","89","93","99","99","96","98","99","95","92","91","90","94","92","96","93","92","91","99","93","97","96","96","90",
"Jordania","JOR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","30","81","75","76","81","85","88","90","93","94","92","92","92","91","94","95","96","99","99","85","91","99","95","97","95","95","98","98","97","98","98","98","98","98","98","99","98","99","96","89","77","77",
"Japón","JPN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","60","75","81","80","82","83","84","85","86","87","90","92","87","85","80","74","99","70","75","80","85","95","96","97","99","98","98","98","98","97","97","97","97","96","96","96","99","99","98","98","96","96",
"Kazajstán","KAZ","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","76","76","93","95","97","99","98","97","95","95","99","82","98","99","93","99","98","99","99","99","98","95","98","82","99","98","97","88","95",
"Kenya","KEN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","58","70","72","77","82","83","84","86","87","89","92","94","87","79","81","82","82","80","84","73","73","76","80","81","88","88","90","96","94","87","92","89","89","82","92","91","89","91",
"Kirguistán","KGZ","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","64","82","93","98","98","97","99","99","99","98","98","99","98","92","94","95","95","96","96","96","97","96","97","96","92","94","95","87","89",
"Camboya","KHM","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","17","23","37","37","45","47","38","38","32","35","37","39","43","46","47","53","59","60","54","69","85","82","80","82","91","94","90","91","90","86","91","92","93","93","92","92","92","92",
"Kiribati","KIR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","43","29","53","40","18","37","37","36","63","79","97","70","86","99","71","60","79","91","88","78","90","85","77","70","62","79","86","94","82","86","91","99","94","95","75","78","81","90","95","97","92","92",
"Saint Kitts y Nevis","KNA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","67","92","90","97","92","99","96","94","99","99","99","99","99","99","99","99","99","98","99","99","99","97","99","96","99","99","99","99","98","96","98","98","97","98","94","98","98","98","97","99","96",
"Corea, República de","KOR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","61","61","69","76","76","76","57","58","89","74","79","84","88","93","99","90","80","74","86","97","97","97","97","88","96","98","91","94","94","94","99","99","99","99","98","98","97","98","98","98","98",
"Kuwait","KWT","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","67","79","83","89","89","90","91","92","94","94","71","80","88","97","99","99","99","96","95","94","98","99","99","99","98","99","99","99","99","99","98","99","98","99","95","99","99","99","91","92","93","94",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34.6743431363492","39.8179208903578","44.7342983542231","47.7130856314029","55.9824209865844","54.5295153428564","54.9410323636151","57.7450988398243","61.4946894767639","63.1567099691969","67.2948495238262","77.8330829628762","77.2734738547464","78.7949941135236","80.5088023325408","83.5847889559331","82.6040435561084","83.6937972388773","88.0038134540029","89.0752589405795","91.3202603907544","90.7962936285571","92.5880918606631","93.8644860275877","93.6213002887905","94.0228583125668","94.8445392683228","94.7628997584078","94.6618522238776","94.4140792574801","94.2686210035724","93.8193903029257","94.0869430717752","90.5815388671403","89.2274783265123","89.9726238984245","89.6808391928406","87.0832674525866","86.922710612103","79.7575287894129","76.1990037988556","75.085777630054",
"República Democrática Popular Lao","LAO","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","7","7","7","5","4","5","10","17","21","18","22","23","25","48","54","58","60","54","55","51","52","53","49","45","49","57","50","61","67","74","76","77","83","83","83","83","84","85","80","79","75",
"Líbano","LBN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","17","30","46","63","79","82","86","90","91","92","93","93","92","89","86","83","80","77","74","75","77","78","80","81","81","82","82","83","83","83","83","83","83","83","83","71","67",
"Liberia","LBR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","46","42","39","35","31","60","60","65","75","81","70","77","80","80","63","65","73","80","80","70","65","66",
"Libia","LBY","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","60","67","72","79","81","81","82","82","84","87","84","87","90","96","95","95","96","96","95","94","94","94","93","95","97","98","98","98","98","98","98","98","98","96","94","97","97","96","73","73","73","73",
"Santa Lucía","LCA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","64","79","81","83","87","78","85","78","92","89","96","96","97","93","98","88","98","88","89","70","99","74","90","91","95","85","99","96","95","97","99","98","99","99","99","95","80","95","92","86","80",
