"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"América Latina y el Caribe","LCN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","37.2126510768048","42.2714179395692","46.6581302695814","49.4187668528476","56.0594661244061","55.5841027929785","56.1674057217265","58.8747854547516","62.3402899522068","63.8742845944981","68.0993689039237","77.7039533723385","77.2088389882545","78.6063848361026","80.072278151733","83.1439556404396","81.6527598970618","82.7918712330042","85.6840430171139","88.5883809467435","90.6243085023244","89.9377136253378","91.3166490416228","92.5646197487581","93.214677910591","93.5787886513091","93.4845375598955","92.9185927657464","92.1338838452458","93.7572353247421","93.3064703338859","92.8964200570495","93.2026444652044","90.059984073983","88.7035167473879","89.8582050932508","89.5038795422405","86.0509255422167","85.7167962958033","79.4730804207385","75.5935408811637","74.7462835610653",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.35565515743293","10.4762631702672","11.253188386321","13.2705064432297","15.1076771373731","18.6534308510838","22.8928737571835","29.3172665782748","34.2384119648151","45.4269585067212","55.8717890198435","49.7150836576656","48.0316598051718","51.9217482602369","55.0489561846834","54.303838762315","56.0902517990423","56.1978886725","54.7603354817411","53.8079485486829","57.5770191330317","59.1164194815511","60.5865874584055","64.4722642607604","69.4240962228961","70.3521290866197","72.0196426646816","73.3190558890894","74.4418681869143","76.1758352052501","75.8103045586988","77.4586774435883","76.8078109161375","76.0344360957768","77.6177042874194","77.9479957116661","78.5159985580188","78.8499887311029","78.9041583285165","79.4316912086619","77.2518569537496","73.3024844944121",
"Países de ingreso bajo","LIC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4.92108755070789","12.7227193599898","13.9373765418307","16.7495683943221","18.8038750464527","21.7786025591184","27.1001002332824","33.5687923717526","38.0109729884456","46.0181378652857","53.1576614628512","43.4488420750153","42.3483075363152","45.7964126206137","46.889699175413","48.5426435787387","47.9923739216403","46.8545928967524","45.2782308549846","45.5881869389402","49.445687190059","50.6218960436298","52.5270426923888","56.4988159603464","60.5056716842632","64.755832736531","66.246865732429","68.6275732559783","69.7978651440872","71.8646789263996","71.6866931860292","73.5241976127466","72.0182741891413","71.1249388178899","72.3674847342584","72.7302896104117","74.0127003918536","75.0093287780634","74.7938261847624","76.1106763828025","74.3405557898852","70.592142219914",
"Liechtenstein","LIE","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","46","45","57","64","66","70","75","77","83","87","86","86","88","90","88","93","92","97","94","99","99","98","98","99","97","99","98","98","98","97","99","99","99","99","99","99","99","99","99","99","96","96",
"Países de ingreso mediano bajo","LMC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","9.02446176799746","9.94211695326565","13.714585782675","16.1756536766294","20.5431918449358","27.9412911833923","32.8109203875043","39.570286173942","47.8992751005955","56.5968674535815","69.2117082150768","61.8408231985492","61.6509523908695","62.8995399415672","67.6347160156219","69.8735367949712","67.2655437039355","65.8669761419399","66.3979507516252","65.5085770666066","65.7443483013136","66.3609617449796","65.5296052404063","68.0328801120916","70.3305299465512","70.7284419088477","71.2338998724349","70.7213546888803","74.5044541060146","77.1610314329927","78.3255144581646","79.9270471329325","80.1826793183258","79.9361756292876","81.2677170055167","81.5035637047755","83.4954475499206","83.7528504987649","84.2122872688465","84.9270380948767","80.9494724989138","79.2215301436245",
"Ingreso mediano y bajo","LMY","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","10.8153298500862","12.8378045983803","15.3078063337541","30.8966910727792","37.6533650895395","42.547651991089","45.8946065499694","50.7731507094608","60.9334804907685","66.3629140747024","74.6536187046273","70.0598981886017","68.5814159485673","68.4179490009874","70.7367993078426","71.1484514024735","70.0688377595417","69.443518168307","69.8178298350419","69.4516465031219","70.2160108313187","70.7475004387344","70.427016856584","72.1527198216636","74.3395340079407","75.260149644102","76.6446010226093","76.7546518530248","79.7066163787681","81.8395993240515","82.388264731104","83.5113981284434","83.2771350879076","82.9059190751688","83.7341934747125","83.9216205925558","85.1124632580366","85.3199584211651","85.5378461605836","85.4718948260933","82.2485454269211","80.259781634605",
"Lesotho","LSO","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","56","61","66","74","82","81","79","80","81","82","84","85","86","87","88","87","87","88","88","83","78","84","90","90","89","89","88","88","91","93","96","95","93","88","83","87","87","87","87","87","87",
"avanzada del dividendo demográfico","LTE","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","12.4761513272913","13.7982183215587","15.5056634467752","54.8805393859445","66.5972045406013","72.8951793942569","72.5037034090036","72.6488259538259","88.1509578325758","89.5030572594766","92.4422430114584","91.4406860897097","87.2136406058147","86.0513996391583","85.1320224240704","82.8622421233129","84.3473807286753","85.2759594174649","86.6941795748213","87.7988234829354","88.7873885709845","89.4427450255808","88.5534301253585","90.1299167091951","90.5283479462172","90.9660129479552","94.3915620646309","94.3004326477099","96.8017684382271","98.0705997478651","97.7935982266308","97.8631687811451","97.7394061553729","96.1660213505988","97.4545961278511","97.9578073953469","96.9464065434859","97.021586675337","95.9251952589033","94.8353233822441","94.901205395545","92.353898968904",
"Lituania","LTU","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","83","83","90","91","90","93","93","94","95","95","94","94","94","94","95","96","98","95","92","93","93","93","93","94","94","92","92","91","90",
"Luxemburgo","LUX","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","75","68","77","86","95","90","90","90","91","93","94","95","97","98","98","98","98","99","99","99","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"Letonia","LVA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","80","97","98","93","92","94","95","96","97","97","98","99","99","96","94","94","94","92","92","91","94","92","94","98","98","96","99","99","94",
"Región Administrativa Especial de Macao, China","MAC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","32","41","45","51","63","85","82","80","81","81","87","86","87","90","95","94","93","91","95","96","94","91","97","98","97","95","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"Mónaco","MCO","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","98","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"República de Moldova","MDA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","70","86","96","97","97","97","97","95","97","97","98","98","98","97","92","90","85","90","93","92","90","90","87","89","88","93","91","86","87",
"Madagascar","MDG","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","15","23","19","23","30","35","42","45","46","53","65","66","66","57","49","49","52","55","57","60","62","66","78","85","85","84","77","77","70","73","68","70","68","62","68","65","65","68","66","55",
"Maldivas","MDV","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4","1","1","13","24","28","42","42","86","91","94","98","98","90","96","94","97","97","97","97","98","98","98","98","96","98","98","98","98","98","96","96","99","99","99","99","99","99","99","98","99","96",
"Oriente Medio y Norte de África","MEA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","27.0908578099341","28.3506654238821","35.2657199438226","36.8992525639105","44.8137439464049","62.6390528877859","68.9502964164148","70.8063086230624","81.6715471501368","85.0262571612019","87.7702260010004","81.375746545674","84.3775592816308","85.3754552465671","83.2858341116611","86.2542755283771","87.1931382621861","86.1008321545154","88.8041968501225","89.8300135115824","90.9908115211389","91.0280824810525","89.5108616547129","88.9929480748833","89.958301173138","89.4406687508749","89.6977742346232","89.7812931148714","90.9367388833797","92.0267394551532","91.6229250927926","91.0147459166364","87.3804372499617","88.9391384892211","88.7216653494593","87.8293835550943","88.9486498776593","89.9693514389526","89.9582296074835","90.5007608679733","87.9694489074103","88.5956902940158",
"México","MEX","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44","43","40","41","52","40","51","62","60","65","53","88","90","82","91","91","95","95","96","96","97","97","97","98","98","98","98","98","96","95","95","97","99","83","87","87","93","85","88","82","72","78",
"Islas Marshall","MHL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","71","82","56","67","70","78","78","86","66","39","48","80","68","64","77","74","93","95","96","94","87","80","79","78","85","71","80","81","79","82","86",
" Ingreso mediano","MIC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","11.4376169027833","12.8498890499228","15.4513916795714","32.3688825424242","39.6448095588921","44.7957827544097","47.9463671112311","52.6644273201107","63.468356591521","68.6606373083123","77.1311122798015","73.1555318602502","71.6262421100384","71.225118087398","73.8163918911161","74.1585431533145","73.1066777442436","72.6603376344752","73.4051252771873","73.0175156147105","73.3879548558095","73.865698870282","73.2512347097067","74.6889210530599","76.6291911887872","77.031442865802","78.4322137418748","78.1825239202418","81.4783618411964","83.6424169989514","84.342449100883","85.3970363507015","85.4352396364173","85.1770720303406","85.9480899443482","86.139901692257","87.3593564662593","87.4503391617311","87.7988712964719","87.5169670559219","84.0553094016742","82.5681083413194",
"Macedonia del Norte","MKD","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","88","95","93","97","94","95","95","91","96","96","94","97","93","95","95","96","95","96","95","98","95","91","95","91","92","92","84","81",
"Malí","MLI","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","18","26","42","34","38","46","39","49","53","52","52","40","43","49","61","63","69","77","78","74","74","73","73","66","65","64","66","71","76","77","77","77","70","77",
"Malta","MLT","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","50","37","86","87","87","47","63","86","82","83","88","92","92","92","92","93","94","95","95","94","89","92","85","74","72","73","76","96","99","99","99","97","97","98","97","98","98","99",
"Myanmar","MMR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4","5","9","11","12","16","20","23","28","50","88","66","71","73","77","84","88","90","90","75","82","73","79","78","82","73","82","86","85","90","90","84","84","75","88","89","90","89","91","90","84","37",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25.1090124406303","25.4067556697805","32.392052716095","33.7681708614892","41.7108748822369","60.8266302692245","67.1161024342955","68.8635962915664","80.8476288443082","83.9983568196565","87.4208968050759","80.3010344195058","83.5521314553651","84.3914015872743","81.9737252976358","85.1214200191251","86.4020025573619","85.2099766614278","88.1122315723247","89.3789651310058","90.4788742622005","90.3427704924814","88.8411117703096","88.2206105434696","89.2021229472485","88.664972868691","88.9554421723653","89.0489911913478","90.1956536756799","91.3725214998656","90.9255072742751","90.2365799009207","86.1492607109501","87.8415255168639","87.6673364795221","86.6260187350232","87.9069249894101","88.9940182269683","89.1320646867893","89.7239052313007","87.0490983175168","87.4904453263807",
"Montenegro","MNE","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","92","95","92","94","95","94","94","91","89","89","87","86","85","84","83",
"Mongolia","MNG","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","76","78","79","79","77","80","81","80","82","84","84","81","64","79","78","88","90","92","94","94","94","95","98","98","99","99","99","95","96","95","96","99","99","98","99","99","99","99","99","98","96","95",
"Mariana","MNP","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","56","43","38","32","29","32","39","38","47","46","46","50","49","55","57","60","62","65","68","70","73","76","85","83","80","78","75","75","74","74","78","81","85","88","88","88","88","88","88","79","61",
"Mauritania","MRT","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","18","20","20","21","27","32","30","28","28","33","29","39","44","50","55","50","28","16","53","51","75","89","76","70","71","68","75","74","64","64","75","80","80","81","73","74","76","77","80","72","68",
"Mauricio","MUS","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","89","82","94","89","85","88","86","84","86","85","85","91","88","88","89","93","89","90","89","85","88","92","88","99","98","97","97","97","99","99","99","98","98","98","97","97","96","94","97","96","93","92",
"Malawi","MWI","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","58","66","64","63","58","55","57","78","82","87","87","87","87","91","82","89","90","95","96","85","75","90","64","84","89","93","99","87","91","93","93","97","96","89","91","88","84","88","92","95","94","93",
"Malasia","MYS","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","67","66","73","58","54","57","62","69","68","84","90","92","94","91","95","98","97","98","97","97","98","96","94","96","95","96","95","97","97","97","96","96","97","97","97","99","95","99","99","98","98","95",
"América del Norte","NAC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","86.3586332930903","86.4566578740904","86.5528245783935","87.4884682683193","87.4702003022451","86.6189860168582","87.6896236262968","95.8642966871451","95.9647496261702","93.3445210796339","89.8125195909293","86.1881803282756","83.5617464930386","88.1856443016359","93.9077983767489","94.2652055189003","94.540966310525","95.095104456827","95.4766574452135","95.4949976643679","93.5875780517071","93.5985822733073","93.534185054347","95.6154353682983","95.6116406022672","95.7646284521128","95.9210037980175","95.8407471904805","95.675095541095","94.6645862481352","94.4829747824899","95.2182838845586","93.7396719428428","93.7386198424841","94.6496465030628","94.6492946252668","94.6493692098322","93.7366345397033","93.7357259397004","93.7338827218385","92.9105714055181","92.9088286558534",
"Namibia","NAM","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","70","73","79","74","70","66","74","72","79","78","77","79","81","86","86","86","83","83","83","82","84","89","88","92","85","88","89","87","93","93",
"Nueva Caledonia","NCL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Níger","NER","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","6","6","5","5","4","5","7","9","13","22","19","20","20","20","23","23","25","29","32","34","36","39","41","43","45","51","57","67","71","70","75","71","73","81","84","80","85","79","81","81","82",
"Nigeria","NGA","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","9","16","22","29","36","47","56","39","43","29","44","34","26","21","32","31","29","27","25","29","33","36","40","42","53","63","54","48","42","43","43","42","53","55","55","56","56","56",
"Nicaragua","NIC","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16","23","27","24","33","39","45","51","47","68","70","75","81","81","81","80","80","80","73","79","83","87","85","86","79","86","88","93","97","98","98","98","98","98","98","98","98","98","98","98","92","87",
"Países Bajos","NLD","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","97","97","97","97","97","97","97","97","97","97","98","97","97","97","97","97","97","97","97","97","97","98","98","96","96","97","97","97","97","97","97","97","96","95","95","94","93","94","94","95",
"Noruega","NOR","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","90","90","85","83","80","83","83","86","96","98","94","93","97","97","95","93","92","90","91","93","92","92","91","94","93","94","94","93","94","95","94","93","95","96","96","96","97","97","97",
"Nepal","NPL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","8","16","18","23","27","32","38","46","45","44","43","46","49","51","54","54","65","78","71","65","74","72","72","78","80","75","89","82","82","89","82","92","90","92","92","91","87","90","91","93","84","91",
"Nauru","NRU","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","67","67","61","55","67","75","74","70","67","63","60","56","53","50","72","64","44","95","80","80","80","80","72","99","99","99","99","99","79","87","95","91","97","87","90","96","95","98",
"Nueva Zelandia","NZL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","76","72","73","73","83","72","70","67","69","80","90","81","81","83","84","89","88","86","81","88","90","90","90","90","89","89","89","88","89","92","93","95","93","92","93","92","92","94","93","92","92","90",
"Miembros OCDE","OED","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","52.7687493871035","64.6336898080699","65.5514961168073","67.3584628946584","73.9680786601533","70.937007548867","72.961673936364","78.995971349586","79.8475050394178","81.8447734988534","82.9529927682709","86.7494034155331","86.5414963461093","85.851776556499","90.3319955159643","88.9006604555332","91.6138501100783","89.7403785289297","89.6419612088584","91.120240615088","91.7945083901523","93.3862146795737","92.7600422338195","93.6103485982253","94.6363493085557","95.3548867822613","95.7340828785617","96.0602129927605","95.7133409983294","95.1948710152069","95.1642097994314","95.6831557276816","95.8345450641925","93.5379387528078","94.0820345935241","94.0810035737473","94.9869878605224","93.464851423856","93.9786374653938","93.3488286171575","91.039995406515","91.4008241139462",
"Omán","OMN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","18","19","24","31","45","60","82","89","90","98","98","95","99","97","97","99","99","99","99","99","99","99","99","99","99","99","98","99","99","98","99","99","98","98","99","99","99","99","99","99","99","99",
"Otros Estados pequeos","OSS","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34.9609797094489","39.5464201133202","42.067726737338","44.8332423730487","52.9156899602689","60.0314677045092","68.0757311725086","73.0942057206605","76.7047681687699","80.6817606179096","85.0237431524952","79.8625719833901","76.1003820164515","80.1706888864944","83.1911153336618","80.9358521741959","80.0151134325753","79.1634085302848","78.6127272221693","73.5067914056267","75.6439940225566","76.8006000972029","77.2286671438589","78.619824060874","78.92026377722","80.6861842982105","81.607402708569","85.6635761070453","86.8334745458345","86.8439153417955","85.9882377091245","86.8139997592542","88.7579464124386","89.0707371466184","86.8243618005224","87.129316926792","86.391890542515","86.0591701590176","86.5172064674042","85.5667939251033","83.1118904198213","82.7877971939111",
"Pakistán","PAK","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","2","3","5","15","23","30","34","36","38","40","54","50","42","37","39","58","46","52","54","57","59","61","63","66","68","63","59","54","53","52","52","63","64","65","69","72","75","75","80","84","77","83",
"Panamá","PAN","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47","78","60","60","59","73","70","72","75","70","86","82","77","83","83","86","91","95","98","92","98","99","99","98","95","92","88","85","86","85","94","87","85","80","80","73","86","81","88","88","74","74",
"Perú","PER","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16","20","23","23","28","48","50","43","60","58","72","71","83","87","87","90","94","90","94","99","98","90","95","94","86","77","94","93","93","93","93","91","95","88","88","90","89","83","84","88","72","82",
"Filipinas","PHL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47","54","54","55","57","59","66","72","79","86","88","90","80","76","73","70","75","81","81","80","78","79","79","84","88","89","88","87","87","88","88","89","89","84","79","74","84","80","75","71","71","57",
"Palau","PLW","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","98","81","99","78","99","98","93","89","67","99","98","91","96","96","96","98","99","99","98","98","98","94","92","49","69","84","89","99","95","90","98","97","95","97","96","95",
"Papua Nueva Guinea","PNG","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","32","32","29","27","34","40","44","44","48","53","68","68","58","58","61","62","56","45","60","60","59","55","61","68","62","72","70","66","56","64","55","58","57","60","52","49","46","36","35","35","39","31",
"Polonia","POL","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","95","95","95","94","95","96","96","96","96","95","95","95","96","96","97","98","98","98","98","98","99","99","99","99","99","99","99","99","99","99","99","99","98","98","98","96","95","95","90","90",
"previa al dividendo demográfico","PRE","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.18157769675728","10.7893798748181","11.4069948358796","13.1403783869065","22.6328385663887","28.8949781352799","33.6938015302493","40.3647787492626","44.9122477492914","50.2730906226626","54.2586547555377","47.8452766008824","49.459537325966","47.0703625619481","49.7276593373862","48.2881513135305","46.2017451219843","44.6867703188759","46.9561525044239","48.0620816291741","50.5854859276008","51.4851298843113","52.8520955532736","56.0119552110273","59.6084788362767","62.2046218672467","63.8385281014754","65.2953820975272","68.9970725227254","72.5105755905435","70.3767355111223","70.4356588911506","69.4513518625787","68.7998136250144","69.6933126650976","69.250389218413","72.1266124987749","72.7102671685046","73.4285173703916","73.7858345805227","71.2951743523642","69.6724529863732",
"Puerto Rico","PRI","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República Popular Democrática de","PRK","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","50","52","51","52","67","55","61","86","87","97","98","97","90","90","77","64","50","37","43","50","56","62","64","68","72","79","89","92","92","93","93","94","96","93","93","96","96","97","97","97","97","41",
"Portugal","PRT","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","73","75","78","79","78","72","81","83","81","88","89","96","94","93","97","93","95","94","97","97","96","97","98","99","95","93","97","97","97","96","98","97","98","98","98","98","98","98","99","99","99","99",
"Paraguay","PRY","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","17","28","34","45","67","57","53","58","56","61","67","66","73","66","71","68","72","75","79","82","86","89","87","86","92","96","98","95","89","86","91","92","91","91","93","92","92","91","88","86","79","70",
"Ribera Occidental y Gaza","PSE","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","98","99","97","96","98","89","93","97","97","98","96","96","96","99","96","97","99","99","97","99","99","99","99","99","99","99","98","95",
"Estados pequeos de las Islas del Pacfico","PSS","Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47.441417860787","49.7511291143628","51.016128518829","59.6148081066733","60.8298749245764","58.385936871733","59.8576078832461","75.2321513958877","84.6353961119638","83.4079759613639","89.0394271394063","86.4830869569134","87.2801821304612","85.3075074968189","83.5062412205053","84.0557332196283","85.2138115972812","81.8364277527991","82.6089486444787","85.8258652930177","85.9255891337072","84.6431945003236","84.7820419230368","86.512616029371","84.8267123759647","86.2924038173493","87.7831116104486","88.3034169677675","85.2233502538071","88.1194618303681","88.6907842405156","91.6895221752692","91.4490194204145","89.4781663373565","86.1112863293016","88.4625572064447","90.0023150139605","87.3027206349455","86.0507524576077","92.023080639668","92.2069539837888","86.8815215924159",
